price,accommodates,bedrooms,beds,bathrooms,guests_included,reviews_per_month,number_of_reviews,host_listings_count,longitude,latitude
92.0,3,1.0,1.0,1.0,3,0.95,53,1.0,-9174849.169517996,5299097.671439916
257.0,7,3.0,3.0,2.5,6,0.2,1,1.0,-9174989.155668931,5298304.524381458
79.0,2,0.0,1.0,1.0,1,3.12,62,2.0,-9174734.277856754,5299661.145804328
200.0,6,3.0,3.0,1.5,1,1.3,22,1.0,-9174778.759713095,5298198.708741571
80.0,2,1.0,1.0,1.0,2,0.46,2,5.0,-9174952.886257224,5298316.725587975
85.0,2,1.0,1.0,1.0,2,0.32,5,1.0,-9174952.54841771,5299343.793112257
65.0,3,1.0,1.0,1.5,1,1.54,7,3.0,-9174864.180646168,5298008.066882729
105.0,4,2.0,2.0,1.0,2,0.5,14,1.0,-9174715.519100914,5297948.835216567
59.0,2,1.0,1.0,2.0,1,3.6,34,4.0,-9174691.932316849,5299257.741694133
59.0,3,1.0,1.0,1.5,1,3.31,15,3.0,-9174897.046008859,5297910.985143411
56.0,2,1.0,1.0,1.5,1,0.75,18,1.0,-9174529.650880035,5298157.5700730765
85.0,2,1.0,1.0,1.0,1,3.55,13,1.0,-9174088.689243848,5299480.8881148575
135.0,8,3.0,4.0,2.5,3,0.11,5,1.0,-9175015.837716585,5298354.270578564
200.0,6,3.0,3.0,2.0,6,0.9,20,2.0,-9174493.971128037,5299543.560965977
163.0,8,3.0,3.0,2.5,4,2.83,5,1.0,-9175002.800311577,5298507.844413911
59.0,2,1.0,1.0,1.0,1,3.41,14,1.0,-9174704.5701922,5299163.086969277
135.0,6,2.0,3.0,1.5,1,1.13,32,1.0,-9174850.133292167,5299464.789126735
75.0,2,1.0,1.0,1.5,1,0.31,1,3.0,-9174853.951527609,5298237.381121091
109.0,2,1.0,1.0,1.0,1,1.14,20,2.0,-9174394.334317535,5299698.311960076
55.0,2,1.0,1.0,2.0,1,3.46,33,4.0,-9174776.822567452,5299361.178351765
500.0,8,5.0,5.0,3.5,1,0.18,3,1.0,-9174241.109275987,5299598.363586004
55.0,1,1.0,1.0,1.0,1,1.63,12,1.0,-9174743.483900981,5298001.962084701
400.0,8,5.0,5.0,3.5,1,0.12,2,1.0,-9174454.610881533,5299581.951241253
105.0,4,2.0,2.0,2.5,1,5.0,14,1.0,-9174823.37689571,5297964.588767704
39.0,2,1.0,1.0,1.0,1,5.98,54,1.0,-9174776.612876907,5299011.900680789
50.0,2,1.0,2.0,1.0,1,2.36,10,2.0,-9174970.38899277,5298596.863035379
129.0,4,2.0,2.0,1.0,4,1.75,7,1.0,-9174910.50169506,5298254.26411392
44.0,1,1.0,1.0,2.0,0,3.09,41,4.0,-9174775.01975365,5299310.283543718
350.0,12,5.0,8.0,3.5,1,0.67,2,13.0,-9174531.703524342,5299319.4945389535
300.0,10,3.0,3.0,3.5,8,5.41,31,5.0,-9174934.302975867,5298494.765958497
53.0,2,1.0,1.0,1.0,0,2.33,37,1.0,-9174772.24880742,5297915.649112932
60.0,2,1.0,1.0,1.0,1,1.0,1,1.0,-9174902.177394835,5298153.084982773
285.0,10,3.0,3.0,3.5,1,2.0,2,5.0,-9174945.92538521,5298300.268241162
159.0,5,1.0,3.0,1.0,2,5.34,34,1.0,-9174598.039152162,5298576.068142246
225.0,5,3.0,3.0,1.0,4,1.84,55,1.0,-9174109.617429227,5299354.847288682
66.0,3,1.0,1.0,1.0,3,2.0,2,1.0,-9174457.749411518,5299068.078114932
80.0,4,1.0,1.0,1.0,2,3.22,40,1.0,-9174835.553598162,5298270.689055944
79.0,3,1.0,1.0,1.0,2,5.19,27,1.0,-9174619.664857889,5297915.810795228
120.0,2,1.0,1.0,2.0,1,0.38,1,1.0,-9174634.993530395,5298074.62702297
49.0,2,1.0,1.0,2.0,1,3.03,42,4.0,-9174660.329970144,5299471.614369962
122.0,4,1.0,2.0,1.0,2,3.74,113,1.0,-9175927.812559837,5298301.630720998
90.0,2,0.0,1.0,1.0,1,4.21,15,1.0,-9175758.048709186,5298122.075174528
196.0,6,2.0,4.0,2.5,1,0.57,27,13.0,-9175584.525680391,5298141.517716839
115.0,2,1.0,1.0,1.0,1,3.02,14,1.0,-9175674.359369611,5298769.561499828
125.0,4,2.0,2.0,1.5,2,1.05,15,1.0,-9175328.691820811,5297877.816169838
60.0,2,1.0,2.0,1.5,1,0.8,27,2.0,-9175188.302653346,5298861.612555041
70.0,2,1.0,1.0,1.5,1,4.46,22,1.0,-9176105.995802384,5298744.901735476
175.0,4,3.0,2.0,2.0,1,1.02,4,1.0,-9176010.051453434,5298344.155982936
69.0,2,1.0,1.0,2.0,1,2.95,12,1.0,-9175347.328861892,5298492.662472002
69.0,2,1.0,1.0,1.0,1,4.22,19,2.0,-9175878.043542704,5298293.124217007
35.0,2,1.0,1.0,1.0,1,3.83,23,2.0,-9175204.25988,5297956.61022971
140.0,4,3.0,2.0,1.0,4,0.59,1,1.0,-9175720.963560682,5298612.202164908
68.0,2,1.0,1.0,1.0,2,1.1,17,1.0,-9175417.54333059,5298411.975661678
100.0,4,1.0,1.0,1.5,2,0.57,4,2.0,-9175227.111412233,5297413.272586309
70.0,2,0.0,1.0,1.0,0,2.79,4,1.0,-9175806.339793267,5298130.922342339
90.0,2,1.0,1.0,1.5,2,0.3,1,2.0,-9175094.42680604,5297298.785108341
275.0,6,2.0,3.0,2.5,4,0.47,14,1.0,-9175722.14387284,5299008.4681786215
60.0,2,1.0,1.0,1.0,1,1.26,26,1.0,-9175865.30493223,5298077.223329677
125.0,4,2.0,2.0,1.5,1,0.86,1,2.0,-9175725.969491016,5298815.120227005
90.0,2,1.0,1.0,1.0,1,8.55,141,1.0,-9175736.601193614,5297939.073097261
90.0,4,2.0,3.0,2.0,1,0.93,3,1.0,-9175325.723741576,5298071.436573798
250.0,6,3.0,3.0,2.5,1,0.19,10,3.0,-9175189.755324561,5298503.564236692
95.0,4,0.0,2.0,1.0,1,4.79,38,2.0,-9176185.076934323,5298785.578074382
218.0,7,3.0,3.0,3.5,1,0.88,39,3.0,-9175264.260846833,5298606.708030894
120.0,3,1.0,1.0,1.0,1,0.16,1,1.0,-9175900.314114088,5298205.530398988
64.0,2,0.0,1.0,1.0,1,2.65,18,1.0,-9175630.480285767,5297860.589041785
170.0,4,0.0,2.0,1.0,2,6.35,80,1.0,-9175922.433370981,5298362.302939931
168.0,4,3.0,2.0,2.0,1,0.22,1,1.0,-9175566.269163031,5298430.2363346545
60.0,2,1.0,1.0,1.0,2,4.9,25,3.0,-9175764.213561911,5298672.450808009
85.0,3,0.0,2.0,1.0,2,0.69,4,1.0,-9175512.601264399,5298131.848681147
70.0,2,1.0,1.0,1.0,1,7.75,183,2.0,-9176051.123949438,5298757.941654479
115.0,4,2.0,3.0,1.0,1,2.99,45,1.0,-9175933.460837942,5298120.845405929
90.0,4,1.0,1.0,1.0,1,1.21,9,1.0,-9175827.904591514,5297937.670940398
80.0,2,1.0,1.0,1.0,2,1.0,1,3.0,-9175890.200040078,5298881.098589013
149.0,4,2.0,2.0,2.0,4,0.42,6,1.0,-9175909.688054845,5298812.740392127
250.0,8,3.0,3.0,3.0,6,2.28,7,1.0,-9175244.921126295,5297438.548612923
69.0,4,1.0,2.0,1.0,2,3.83,61,2.0,-9175848.082255721,5298178.004426245
65.0,2,1.0,1.0,1.0,1,0.56,2,1.0,-9175887.736845197,5298196.340092654
40.0,2,1.0,1.0,0.5,1,4.79,26,2.0,-9175184.249649215,5297811.436746712
60.0,2,1.0,1.0,1.5,1,0.86,31,2.0,-9175347.840846559,5298888.82828138
149.0,4,2.0,2.0,2.0,1,0.85,5,1.0,-9175774.346831467,5298986.317981072
115.0,2,1.0,1.0,1.0,2,1.35,7,1.0,-9175479.918364352,5298844.543781775
79.0,6,1.0,3.0,1.0,2,2.06,64,11.0,-9175121.766831404,5296797.45669709
100.0,2,0.0,1.0,1.0,1,5.98,52,3.0,-9178264.954677459,5299864.401828613
76.0,2,1.0,2.0,1.0,1,0.46,7,169.0,-9178138.480147315,5299783.357096216
95.0,2,1.0,1.0,2.0,1,4.37,43,1.0,-9178226.7377552,5299922.753948553
100.0,4,1.0,2.0,1.0,1,0.63,13,169.0,-9178162.090074273,5299774.019508018
137.0,6,2.0,3.0,2.0,1,0.68,20,169.0,-9178123.55365378,5299740.674733207
38.0,8,1.0,8.0,0.0,1,2.47,19,2.0,-9178207.04889961,5299842.794646263
557.0,4,2.0,2.0,2.5,4,1.75,31,2.0,-9178453.71876819,5300187.200085555
160.0,6,1.0,3.0,1.0,2,6.32,48,1.0,-9178296.741884355,5299796.413924958
179.0,2,0.0,1.0,1.0,2,6.0,6,2.0,-9178334.891663434,5300002.984445682
41.0,8,1.0,8.0,8.0,1,2.57,3,2.0,-9178234.827151231,5299691.792580651
99.0,3,0.0,1.0,1.0,1,4.4,43,2.0,-9178172.107524754,5299697.07701203
149.0,2,0.0,1.0,1.0,1,0.81,1,1.0,-9178296.390630798,5300007.568605504
199.0,3,1.0,1.0,1.0,2,2.71,50,48.0,-9178348.976302648,5299911.079861641
157.0,3,1.0,1.0,1.0,2,7.78,14,2.0,-9178340.799432447,5299773.920353493
170.0,4,0.0,2.0,1.0,2,2.73,10,1.0,-9178463.352549847,5300055.993251338
85.0,4,1.0,2.0,1.0,1,0.28,9,9.0,-9178297.731167838,5299637.688933552
299.0,4,2.0,2.0,2.0,1,3.07,26,4.0,-9178187.560751539,5299722.722257448
95.0,2,1.0,1.0,1.0,1,1.0,1,1.0,-9178146.638772856,5299811.913382504
99.0,4,1.0,2.0,1.0,1,2.4,14,9.0,-9178300.255626127,5299695.101928119
114.0,4,0.0,2.0,1.0,2,11.01,40,3.0,-9178219.355443548,5299784.770424027
311.0,5,2.0,2.0,2.0,1,0.21,7,34.0,-9178077.290255846,5299741.485013321
100.0,3,0.0,2.0,1.0,2,7.32,31,3.0,-9178219.138621824,5299687.045617187
150.0,3,1.0,1.0,1.0,1,5.43,21,1.0,-9178287.716828283,5299804.686140812
135.0,3,1.0,2.0,1.0,2,0.82,16,1.0,-9177260.487838374,5303821.42600651
110.0,4,2.0,2.0,1.0,1,1.42,6,4.0,-9176947.877979228,5303386.913700931
75.0,4,1.0,1.0,1.0,1,1.99,9,1.0,-9177044.173241924,5303516.498539313
138.0,2,1.0,1.0,1.0,2,4.85,188,2.0,-9177135.46526939,5303662.173656307
129.0,2,1.0,1.0,1.0,2,0.64,3,1.0,-9177337.92120378,5303343.276838007
120.0,2,1.0,1.0,1.0,1,4.72,31,1.0,-9177165.71238871,5303193.171148931
95.0,4,1.0,1.0,1.0,2,4.43,26,2.0,-9177143.640103385,5303226.702634867
95.0,2,1.0,1.0,1.0,2,3.03,20,1.0,-9176950.69767717,5303014.832337885
91.0,3,1.0,1.0,1.0,1,0.26,7,1.0,-9177114.569283891,5303293.598354444
135.0,3,1.0,2.0,1.0,1,0.16,2,1.0,-9177313.989760479,5303340.969828873
95.0,4,1.0,1.0,1.0,2,1.26,47,4.0,-9177065.38397736,5303170.474990108
140.0,3,1.0,1.0,1.0,2,1.05,20,1.0,-9177291.021375928,5303094.397269659
125.0,4,2.0,2.0,1.0,1,2.83,81,4.0,-9177032.718226777,5303244.176601265
150.0,3,1.0,1.0,1.0,3,0.36,2,1.0,-9176803.586909784,5304615.771876598
129.0,4,2.0,3.0,1.5,4,0.38,2,1.0,-9177191.357527798,5303297.81769464
85.0,4,1.0,2.0,1.0,2,1.18,22,2.0,-9176949.46836498,5304167.863112203
82.0,2,0.0,1.0,1.0,2,3.81,41,2.0,-9177229.293423653,5303458.560266686
103.0,2,1.0,1.0,1.0,1,1.19,29,1.0,-9177033.693394162,5302842.046964185
59.0,2,1.0,1.0,1.0,1,1.66,16,2.0,-9177059.073035497,5303126.104538134
150.0,4,1.0,1.0,1.0,1,0.26,1,3.0,-9177070.288815377,5303484.0921893455
115.0,2,1.0,1.0,1.0,2,3.52,146,2.0,-9177113.028484529,5303790.813312911
300.0,8,2.0,4.0,1.0,1,2.7,43,1.0,-9176904.17839786,5304080.75503006
91.0,2,0.0,1.0,1.0,1,1.53,8,1.0,-9177240.551155865,5303520.211258942
59.0,2,1.0,1.0,1.0,1,0.17,2,1.0,-9177005.364330066,5303424.014654462
125.0,3,1.0,1.0,1.0,2,0.51,9,1.0,-9176982.394852035,5303884.500951652
195.0,2,1.0,1.0,1.0,1,0.29,2,2.0,-9177253.267497724,5303011.504701508
58.0,2,1.0,1.0,1.0,1,4.71,89,1.0,-9177023.981753565,5302852.863251715
600.0,8,3.0,3.0,2.5,5,0.43,2,1.0,-9176936.327936698,5303320.9102646895
100.0,4,0.0,2.0,1.0,1,1.3,6,1.0,-9177227.406875262,5303145.589018534
125.0,3,2.0,2.0,1.0,1,2.01,11,1.0,-9176983.726333918,5302920.778514994
82.0,2,1.0,1.0,1.0,1,2.68,115,1.0,-9177341.858748792,5303393.176628414
55.0,2,1.0,1.0,1.0,1,2.07,4,1.0,-9177196.676587373,5302859.680735259
134.0,2,1.0,1.0,1.0,2,0.44,6,1.0,-9177161.74395157,5303758.494759685
42.0,2,1.0,1.0,1.0,1,3.08,4,1.0,-9177047.199893216,5303470.1890953155
125.0,2,1.0,1.0,1.0,2,0.83,34,1.0,-9177011.800290775,5304050.66624373
115.0,6,2.0,2.0,1.0,4,5.99,106,2.0,-9176952.40378804,5303112.753797847
125.0,3,1.0,1.0,1.0,1,1.32,9,1.0,-9178784.214807497,5300955.0459388215
55.0,2,1.0,1.0,1.0,1,3.64,16,1.0,-9178368.914292196,5301488.258654587
550.0,6,2.0,3.0,2.0,1,1.86,7,2.0,-9178121.56504746,5301154.413239368
100.0,3,1.0,1.0,1.0,1,1.8,3,1.0,-9177601.17577404,5300969.960314373
80.0,2,0.0,1.0,1.0,1,2.66,15,1.0,-9177010.583327876,5302665.252855917
100.0,4,1.0,1.0,2.0,1,0.61,2,1.0,-9178417.117571013,5301801.480234312
90.0,2,0.0,1.0,1.0,1,0.45,1,1.0,-9177973.85415264,5301025.781080781
59.0,2,1.0,1.0,1.0,1,2.37,14,1.0,-9177339.800839394,5302023.188676985
183.0,4,1.0,1.0,1.0,2,3.11,20,48.0,-9177975.516946226,5301073.437131504
220.0,2,1.0,1.0,1.0,2,0.38,21,1.0,-9178133.936730385,5301030.3391372105
115.0,2,1.0,1.0,1.0,2,0.8,3,1.0,-9177695.927046066,5301466.0833526505
183.0,3,1.0,1.0,1.0,2,4.24,26,48.0,-9177989.420830345,5301027.014355335
115.0,2,1.0,1.0,1.0,1,0.34,19,1.0,-9177357.885039877,5301226.520899012
75.0,2,1.0,1.0,1.0,1,0.83,4,2.0,-9177426.123837234,5301253.940123789
110.0,2,0.0,1.0,1.0,1,0.2,1,1.0,-9177475.853912296,5301157.497414366
183.0,3,1.0,1.0,1.0,2,1.27,6,48.0,-9178140.215019878,5301089.502159399
220.0,2,1.0,1.0,1.0,1,2.4,12,2.0,-9178032.159572791,5301166.145965815
119.0,3,1.0,1.0,1.0,1,2.37,3,1.0,-9178526.32646183,5300980.6761006275
75.0,2,1.0,1.0,1.0,1,1.0,1,2.0,-9177529.507516392,5301222.079203709
200.0,6,3.0,3.0,2.5,1,0.43,2,1.0,-9182840.999760233,5305452.242750381
229.0,7,3.0,3.0,2.0,6,0.74,4,4.0,-9183329.801265128,5304866.806092774
333.0,10,3.0,5.0,3.5,6,4.24,29,1.0,-9181575.412075238,5304512.821475058
41.0,1,1.0,1.0,1.0,1,3.01,57,2.0,-9182870.410585152,5305413.386707001
70.0,2,1.0,1.0,1.0,1,3.03,39,1.0,-9182981.798560519,5305960.410885352
70.0,2,1.0,2.0,1.0,1,1.11,20,1.0,-9182905.894299619,5305492.273410102
350.0,12,5.0,7.0,3.5,1,0.75,3,13.0,-9182934.507554615,5304466.809321773
200.0,6,2.0,4.0,1.0,6,1.54,7,1.0,-9182483.791804677,5304285.794877772
225.0,5,3.0,3.0,2.5,1,1.33,9,1.0,-9181497.367489114,5304342.39100401
40.0,2,1.0,1.0,1.0,1,5.26,58,4.0,-9181467.181237804,5304384.061620069
46.0,2,1.0,1.0,1.0,1,0.5,25,1.0,-9182808.90173722,5305644.487510116
64.0,2,1.0,1.0,1.0,1,1.25,57,1.0,-9181611.207328504,5304644.661684762
125.0,2,1.0,1.0,1.0,2,0.49,3,1.0,-9181927.615794582,5304669.43204201
250.0,6,3.0,4.0,2.0,6,0.64,2,1.0,-9182562.006616417,5305283.013700686
30.0,1,1.0,1.0,1.0,1,0.95,16,2.0,-9182872.867622837,5305336.0117203705
150.0,3,1.0,1.0,1.0,1,2.08,64,1.0,-9182840.29642701,5305573.965496808
280.0,5,3.0,2.0,2.0,4,0.5,2,1.0,-9181809.96077628,5304819.173703251
75.0,2,1.0,1.0,1.0,1,0.47,8,4.0,-9183286.953016238,5304969.136723148
178.0,4,1.0,1.0,1.0,1,0.3,1,1.0,-9181927.272817908,5304857.48931064
129.0,5,2.0,3.0,1.0,4,0.49,3,4.0,-9183422.791500911,5304885.790164429
50.0,2,1.0,1.0,1.0,1,5.98,64,4.0,-9181552.198414756,5304488.258701941
175.0,5,3.0,3.0,2.0,5,0.81,1,1.0,-9183270.95836263,5304802.041620974
88.0,2,1.0,1.0,1.0,2,1.62,71,1.0,-9183436.939117888,5304745.514665141
100.0,2,1.0,1.0,1.0,1,0.94,4,1.0,-9182885.932883859,5302776.756337316
225.0,5,2.0,2.0,2.0,4,2.8,14,1.0,-9183889.386451008,5303962.762172336
250.0,6,2.0,4.0,1.5,4,1.05,4,1.0,-9182905.948539646,5303298.967350188
95.0,9,0.0,4.0,1.5,2,0.51,9,2.0,-9183358.01566478,5304163.258756373
172.0,15,4.0,7.0,4.0,2,1.07,19,2.0,-9183342.290599082,5304074.090675088
99.0,2,1.0,1.0,1.0,2,0.89,17,2.0,-9183741.897447042,5304420.712590001
99.0,2,1.0,1.0,1.0,2,0.61,11,2.0,-9183654.341693578,5304278.230720895
175.0,5,2.0,3.0,1.0,1,1.38,13,1.0,-9183038.413013225,5304091.010972333
350.0,12,5.0,7.0,3.5,1,1.0,1,13.0,-9183043.564329078,5304585.664705796
375.0,10,3.0,3.0,2.0,1,0.67,15,6.0,-9182358.134170953,5302338.038807032
144.0,3,1.0,1.0,1.0,2,4.18,28,4.0,-9177645.99725075,5300579.992279208
999.0,4,1.0,1.0,1.0,1,2.89,54,2.0,-9177843.437503552,5300543.949545627
138.0,6,2.0,3.0,2.0,1,0.81,10,169.0,-9178368.179609403,5300582.874159135
145.0,4,1.0,2.0,1.0,1,0.26,17,34.0,-9178728.623703185,5300347.681316476
125.0,2,1.0,1.0,1.0,1,2.93,4,1.0,-9178531.143562773,5300276.188046327
45.0,1,1.0,1.0,1.0,1,0.78,6,2.0,-9178811.09598098,5300066.586970589
35.0,2,1.0,1.0,1.0,1,6.16,108,1.0,-9178388.839966321,5300369.750636218
225.0,4,1.0,2.0,1.0,1,0.39,2,1.0,-9178572.72072515,5300492.534712744
50.0,1,1.0,1.0,1.0,1,0.81,1,1.0,-9179115.733019153,5300662.753908504
100.0,2,1.0,1.0,1.0,2,0.56,10,1.0,-9179022.646410093,5300276.72385353
120.0,5,1.0,2.0,1.0,0,4.02,28,3.0,-9178204.060813783,5300322.077480347
249.0,3,1.0,1.0,1.0,1,0.9,4,502.0,-9177928.321700953,5300423.228040533
95.0,3,0.0,1.0,1.0,2,2.0,2,2.0,-9179236.097804643,5300656.193907742
150.0,3,1.0,1.0,1.0,2,3.45,19,4.0,-9178015.658265715,5300841.692386618
130.0,2,1.0,1.0,1.0,2,1.0,1,2.0,-9178498.388164375,5300413.344821584
130.0,4,0.0,1.0,1.0,1,0.41,2,36.0,-9177983.039140787,5300527.286196623
105.0,6,0.0,3.0,1.0,2,1.5,6,5.0,-9178604.250672968,5300461.201948536
175.0,3,1.0,1.0,1.0,1,3.79,12,1.0,-9178898.712699369,5300648.824598749
100.0,3,0.0,2.0,1.0,2,6.59,54,3.0,-9178473.17517149,5300585.164506617
129.0,2,0.0,1.0,1.0,2,5.71,31,2.0,-9178250.010089336,5300495.507988456
90.0,4,0.0,3.0,1.0,2,5.42,13,6.0,-9178223.83000085,5300447.754834385
350.0,6,2.0,3.0,2.5,4,0.45,3,48.0,-9177654.572635988,5300540.050583578
199.0,4,2.0,2.0,1.0,1,0.84,5,1.0,-9179361.332108844,5300889.117432689
75.0,2,0.0,1.0,1.0,0,5.08,76,3.0,-9178296.402668715,5300403.743203516
110.0,4,1.0,2.0,1.0,2,3.75,25,5.0,-9178815.668702582,5300387.260449632
80.0,3,1.0,1.0,1.0,2,6.22,181,5.0,-9178482.912602827,5300215.136642229
150.0,2,0.0,1.0,1.0,1,1.46,12,1.0,-9178743.632127868,5300424.659603709
95.0,2,0.0,1.0,1.0,0,3.6,6,1.0,-9178353.301579297,5300356.672922961
139.0,3,1.0,1.0,1.0,2,4.38,39,48.0,-9178692.080661435,5300268.594038173
139.0,3,1.0,1.0,1.0,2,0.76,2,48.0,-9178919.345576406,5300756.800647008
275.0,4,1.0,2.0,1.0,1,0.45,3,34.0,-9178753.031340659,5300423.438924697
135.0,2,0.0,1.0,1.0,1,2.78,37,1.0,-9177412.746633098,5300614.894669171
128.0,5,1.0,3.0,1.0,2,4.15,67,5.0,-9178906.967175195,5300372.624571016
100.0,4,1.0,2.0,1.0,1,0.71,20,34.0,-9178498.126787353,5300486.649787886
100.0,2,1.0,1.0,1.0,1,3.48,61,1.0,-9178742.751338527,5300752.125094459
120.0,2,1.0,1.0,1.0,1,1.0,18,1.0,-9177995.523429478,5300558.826096232
125.0,5,0.0,1.0,1.0,2,3.53,121,12.0,-9178695.145432398,5300120.595443726
120.0,2,1.0,1.0,1.0,1,1.04,18,1.0,-9179363.472853448,5300806.471306735
150.0,4,0.0,2.0,1.0,1,0.72,11,3.0,-9178845.769458614,5300547.312856359
140.0,2,0.0,1.0,1.0,1,1.73,13,1.0,-9178313.6325737,5300245.468850766
150.0,3,0.0,2.0,1.0,2,6.94,159,1.0,-9178891.177919183,5300397.681038095
149.0,3,1.0,2.0,1.0,2,4.82,32,12.0,-9178078.71124485,5300828.685465755
229.0,4,2.0,2.0,2.0,1,0.75,6,3.0,-9178719.173794318,5300522.145766169
93.0,2,0.0,1.0,1.0,0,3.33,49,3.0,-9179197.138676258,5300789.422745647
110.0,3,0.0,2.0,1.0,1,2.45,19,1.0,-9178982.949085956,5300357.650293272
139.0,1,1.0,1.0,1.0,2,0.94,4,12.0,-9178896.16932263,5300610.6633116165
157.0,2,1.0,1.0,1.0,1,0.36,1,36.0,-9178408.693164162,5300481.031581758
90.0,1,1.0,1.0,1.0,1,3.16,22,1.0,-9178287.070268493,5300484.976461471
90.0,4,1.0,1.0,1.0,2,4.55,35,5.0,-9178531.039097944,5300400.928748329
125.0,2,0.0,1.0,1.0,2,7.84,29,12.0,-9178870.372032588,5300422.7116644075
95.0,2,1.0,1.0,1.0,1,3.89,60,2.0,-9177609.397135857,5300497.607900186
197.0,6,2.0,3.0,2.0,1,1.4,12,169.0,-9178195.571866844,5300468.361713474
155.0,5,1.0,3.0,1.0,1,1.07,14,5.0,-9178867.338481802,5300417.147560612
195.0,6,2.0,2.0,1.0,1,0.55,4,36.0,-9178882.154244725,5300543.23247693
150.0,6,2.0,3.0,2.0,1,0.52,4,169.0,-9178245.422182333,5300608.585750389
175.0,3,1.0,1.0,1.0,1,1.4,24,2.0,-9177715.69164937,5300552.302417395
156.0,6,2.0,3.0,2.0,1,1.06,27,169.0,-9178359.365333548,5300404.966921431
320.0,6,2.0,2.0,2.5,1,0.98,22,1.0,-9178891.012318168,5300392.212012966
200.0,7,2.0,2.0,2.0,1,0.69,23,4.0,-9178580.92665862,5300609.648079438
200.0,3,1.0,2.0,1.0,1,0.32,5,1.0,-9178479.602984851,5300360.804602989
165.0,6,2.0,3.0,2.0,1,0.41,11,169.0,-9178051.128633633,5300334.765100397
148.0,3,0.0,1.0,1.0,1,1.5,6,1.0,-9178928.129161326,5300742.757527773
127.0,7,3.0,4.0,2.0,1,1.96,3,169.0,-9178648.440570435,5300789.037015832
405.0,8,3.0,4.0,3.0,1,0.44,4,36.0,-9178807.880620776,5300670.030235768
219.0,4,2.0,2.0,1.0,4,3.4,44,48.0,-9178974.4580954,5300636.5778731005
899.0,10,3.0,4.0,2.0,1,0.36,5,1.0,-9178692.18259218,5300520.144394389
239.0,6,2.0,4.0,2.0,1,0.28,4,36.0,-9178819.025106538,5300699.532240728
150.0,4,1.0,2.0,1.0,1,0.19,2,34.0,-9178768.21551018,5300365.101368151
140.0,4,1.0,1.0,1.0,1,0.9,4,1.0,-9178863.96343821,5300411.924015029
117.0,6,2.0,3.0,2.0,1,0.7,3,169.0,-9178818.663343698,5300223.4049099805
99.0,4,1.0,2.0,1.0,1,0.34,12,9.0,-9178693.651446182,5300464.448799716
170.0,3,1.0,1.0,1.0,1,0.76,2,1.0,-9178980.339167302,5300365.487348101
100.0,2,0.0,2.0,1.0,1,1.73,28,1.0,-9178419.062335633,5300507.290342706
300.0,6,2.0,3.0,2.0,1,0.9,6,34.0,-9178864.544617712,5300499.77238595
197.0,6,2.0,3.0,2.0,1,0.48,9,34.0,-9178733.372632636,5300556.424248526
175.0,6,2.0,3.0,1.0,1,0.3,12,34.0,-9178853.218033355,5300588.111764728
131.0,6,2.0,3.0,2.0,1,1.23,15,169.0,-9178380.94014998,5300581.162908264
200.0,7,2.0,4.0,2.0,1,0.92,47,4.0,-9178792.203257062,5300539.497985031
89.0,4,1.0,2.0,1.0,1,0.33,6,169.0,-9178073.183165757,5300486.889080217
142.0,6,2.0,3.0,2.0,1,0.64,6,169.0,-9177908.538874721,5300362.315336684
125.0,2,1.0,1.0,1.0,1,0.53,13,1.0,-9178257.446442807,5300593.946353726
245.0,4,1.0,1.0,1.0,2,0.32,2,1.0,-9178405.970941888,5300359.53139378
117.0,2,1.0,1.0,1.0,1,1.07,4,1.0,-9179178.89900954,5300765.512047793
215.0,4,1.0,2.0,1.0,1,0.45,9,34.0,-9178763.13835394,5300329.605064581
215.0,6,2.0,3.0,1.0,1,1.17,3,34.0,-9178774.517067978,5300574.106543605
275.0,4,2.0,3.0,1.0,1,0.78,22,34.0,-9178786.818158116,5300827.545808726
175.0,6,2.0,3.0,1.0,1,1.71,24,34.0,-9178246.857194137,5300605.982283213
195.0,6,2.0,3.0,1.0,1,2.24,16,9.0,-9178476.023286887,5300520.647135162
113.0,4,1.0,1.0,1.0,2,3.51,27,1.0,-9178803.558197025,5300693.869243776
700.0,8,2.0,4.0,2.0,4,0.81,1,48.0,-9177858.451871334,5300524.621731284
139.0,4,1.0,2.0,1.5,1,0.3,2,36.0,-9178810.788154429,5300429.60402411
100.0,2,0.0,1.0,1.0,1,2.99,45,1.0,-9178584.564467361,5300871.532934047
106.0,4,1.0,1.0,1.0,1,1.71,4,2.0,-9178944.030526511,5300785.958336792
475.0,9,3.0,7.0,2.5,1,0.13,2,36.0,-9179171.81341338,5300668.574664561
143.0,6,2.0,3.0,2.0,1,0.36,10,169.0,-9178040.401907055,5300341.304076053
205.0,4,1.0,2.0,1.0,1,0.39,20,34.0,-9178536.103814583,5300615.67819464
80.0,4,0.0,3.0,1.0,2,1.0,1,6.0,-9178613.404423578,5300822.741799905
120.0,6,0.0,3.0,1.0,2,9.47,30,3.0,-9178330.06836015,5300661.424213627
139.0,2,1.0,1.0,1.0,2,1.92,5,48.0,-9178795.63659383,5300614.396874753
135.0,4,0.0,2.0,1.0,1,1.81,20,5.0,-9178726.008730687,5300475.158884208
155.0,4,1.0,2.0,1.0,2,3.65,71,5.0,-9178768.572657125,5300352.172567808
90.0,2,1.0,1.0,1.0,1,1.27,7,1.0,-9178799.145727593,5300784.160808996
