price,accommodates,bedrooms,beds,bathrooms,guests_included,reviews_per_month,number_of_reviews,host_listings_count,longitude,latitude
39.0,6,1.0,3.0,1.0,1,1.0,1,3.0,-9176413.887530819,5301095.418122854
115.0,2,0.0,1.0,1.0,2,1.33,4,1.0,-9176264.245270861,5300908.5904739555
175.0,2,1.0,1.0,1.0,1,0.43,2,1.0,-9176359.070660494,5300768.456661189
55.0,2,1.0,1.0,1.0,1,1.56,19,1.0,-9176874.688636318,5302586.056161226
82.0,2,1.0,1.0,1.5,0,2.14,50,1.0,-9177132.952873247,5301143.513311893
360.0,10,3.0,5.0,2.0,8,0.67,26,10.0,-9177172.684928121,5300896.597808954
150.0,2,2.0,1.0,1.0,1,1.04,7,1.0,-9176524.770206066,5301458.91069481
68.0,2,0.0,1.0,1.0,1,0.68,1,1.0,-9176613.436175926,5301136.661627013
600.0,6,2.0,3.0,2.0,1,0.35,1,1.0,-9176390.182244526,5300505.745677614
149.0,3,1.0,2.0,1.0,2,2.01,11,1.0,-9177241.842682557,5301962.983023026
111.0,3,1.0,1.0,1.0,2,3.26,52,1.0,-9176904.404842183,5301393.827889282
120.0,2,0.0,1.0,1.0,1,1.35,7,1.0,-9177143.200079074,5300730.538111839
96.0,4,1.0,2.0,1.0,1,9.0,15,1.0,-9176897.452123336,5300558.866441359
150.0,2,1.0,1.0,1.0,1,0.26,1,1.0,-9176996.059708154,5301167.640706874
100.0,2,1.0,1.0,1.0,1,1.47,22,1.0,-9177041.163193658,5302274.840714419
100.0,2,1.0,1.0,1.0,1,2.93,4,1.0,-9176904.253411323,5300508.667306637
105.0,4,1.0,2.0,1.0,3,2.13,13,1.0,-9176270.818535985,5300599.472502845
209.0,6,2.0,2.0,2.0,2,1.48,29,1.0,-9176733.605874915,5301397.484560913
250.0,5,1.0,2.0,1.0,1,0.19,1,1.0,-9176577.313012227,5300536.219470611
110.0,2,0.0,1.0,1.0,1,0.93,11,1.0,-9176986.735716952,5301077.425190324
125.0,2,0.0,1.0,1.0,2,1.73,15,1.0,-9176849.929987954,5301320.405226233
109.0,4,1.0,2.0,1.0,1,2.27,44,8.0,-9177092.596751483,5301414.47422575
198.0,6,2.0,4.0,1.0,1,0.9,5,13.0,-9176460.610999992,5301458.418349301
160.0,2,1.0,1.0,1.0,2,0.49,8,1.0,-9176792.126377635,5301258.763450661
126.0,2,1.0,1.0,1.0,2,0.54,3,1.0,-9176435.174293006,5301612.893542178
99.0,2,1.0,1.0,1.0,0,3.51,24,2.0,-9177198.06426079,5301457.534017407
100.0,4,1.0,1.0,1.0,1,1.14,21,2.0,-9176862.76661798,5300912.452784505
82.0,2,1.0,1.0,1.0,1,2.25,9,1.0,-9177008.45177072,5300544.210577058
80.0,1,1.0,1.0,1.0,1,0.12,1,2.0,-9176892.71199538,5301496.011028396
65.0,1,1.0,1.0,0.5,1,0.36,9,37.0,-9176830.733560983,5301485.754156761
80.0,4,1.0,1.0,1.0,2,5.25,158,2.0,-9176866.153367663,5302636.248096574
39.0,2,1.0,1.0,1.0,1,6.83,66,1.0,-9176311.361732805,5300850.152722441
125.0,2,1.0,1.0,1.0,2,2.24,21,1.0,-9176268.794361515,5300441.446071504
150.0,2,1.0,1.0,1.0,1,0.48,3,1.0,-9176883.517898325,5301087.804563067
90.0,1,1.0,1.0,1.0,1,2.48,10,1.0,-9177376.152557906,5300380.301936919
69.0,2,0.0,1.0,1.0,1,4.62,6,17.0,-9176496.700786566,5301695.905133776
104.0,2,1.0,1.0,1.0,1,1.59,22,1.0,-9176586.095215088,5301556.0771999275
180.0,5,1.0,2.0,1.0,2,0.48,8,1.0,-9176471.116183788,5301461.400414055
150.0,2,1.0,1.0,1.0,1,0.48,14,3.0,-9176643.610917445,5301705.1942421915
240.0,7,2.0,4.0,2.0,1,0.26,11,13.0,-9176449.453536596,5301432.675441217
70.0,2,0.0,1.0,1.0,1,1.0,1,1.0,-9176310.895715851,5300542.312897857
99.0,2,1.0,2.0,1.0,2,1.89,15,4.0,-9176675.931474892,5300903.508909807
673.0,16,6.0,9.0,2.0,13,0.48,21,10.0,-9176770.233307522,5301692.712918414
98.0,3,1.0,2.0,1.0,1,1.11,5,1.0,-9177038.905688848,5300878.331083068
105.0,4,1.0,2.0,1.0,1,1.0,1,2.0,-9177188.064406643,5301626.520552814
63.0,2,1.0,1.0,2.0,1,0.4,14,10.0,-9176726.76324059,5301501.724892819
120.0,4,1.0,2.0,1.0,2,4.83,51,1.0,-9176179.400833324,5300613.834831681
78.0,2,1.0,1.0,1.5,1,3.51,9,1.0,-9176807.329812357,5301912.188893686
195.0,4,2.0,2.0,1.5,4,1.81,32,3.0,-9176613.43364792,5300844.357694473
200.0,2,1.0,1.0,1.0,2,1.02,6,1.0,-9176994.62956465,5300753.458577656
79.0,2,1.0,1.0,1.5,1,4.35,67,3.0,-9177048.543366602,5301685.59841282
195.0,4,2.0,2.0,2.0,1,1.73,25,3.0,-9176435.369654102,5300718.196823427
119.0,4,1.0,1.0,1.0,1,1.4,32,8.0,-9177092.398992343,5301259.136811791
75.0,2,1.0,1.0,1.0,2,3.88,72,1.0,-9176339.69767136,5300571.153077423
99.0,2,1.0,1.0,1.0,1,3.27,87,1.0,-9176909.211805088,5301151.024054452
149.0,2,1.0,1.0,1.0,1,1.46,48,3.0,-9177283.050063062,5300389.241382713
199.0,2,1.0,1.0,1.0,2,1.8,32,1.0,-9177276.517135954,5300535.546345542
69.0,2,0.0,1.0,1.0,1,1.0,1,17.0,-9176557.03819095,5301552.296126589
69.0,2,1.0,1.0,1.0,1,1.33,2,3.0,-9177085.903758697,5301634.43562972
49.0,1,1.0,1.0,0.5,1,0.25,7,37.0,-9176675.826785339,5301514.1580920145
239.0,6,2.0,4.0,1.0,1,3.06,15,13.0,-9176829.916351883,5302103.009379141
49.0,1,1.0,1.0,0.5,1,0.29,8,37.0,-9176655.540813623,5301646.997145726
29.0,2,1.0,1.0,1.0,1,1.28,2,1.0,-9177061.61060838,5300908.830819559
68.0,2,1.0,1.0,1.0,2,2.26,67,18.0,-9176982.012688689,5301423.823151837
134.0,4,2.0,2.0,1.0,1,0.13,1,1.0,-9176533.993626421,5301721.567060365
169.0,3,1.0,1.0,1.0,2,2.72,44,48.0,-9176938.143293595,5300860.597142787
204.0,6,2.0,3.0,1.0,1,0.99,31,8.0,-9176966.455084268,5300484.25568741
152.0,3,2.0,2.0,1.0,1,0.24,4,2.0,-9176882.805321166,5301461.1944953045
69.0,2,0.0,1.0,1.0,1,5.45,10,17.0,-9176410.767084034,5301573.071286171
81.0,2,1.0,1.0,1.0,2,1.54,9,1.0,-9176410.089972463,5301891.299247612
25.0,1,1.0,1.0,1.0,0,3.0,3,2.0,-9177021.5482141,5300485.165340158
195.0,3,2.0,2.0,1.0,1,0.69,30,1.0,-9177116.936178628,5301380.56832581
169.0,5,1.0,2.0,1.0,4,1.65,78,1.0,-9176468.320942404,5301239.561276491
95.0,3,0.0,1.0,1.0,2,1.82,4,1.0,-9176942.697600638,5300970.018705624
120.0,4,0.0,2.0,1.0,1,0.22,1,1.0,-9177019.86119071,5300527.028824712
175.0,5,1.0,3.0,1.0,1,1.15,9,1.0,-9176928.240576586,5300503.699102697
200.0,4,2.0,2.0,1.0,0,0.87,5,1.0,-9176813.13638968,5302606.507629364
129.0,2,0.0,1.0,1.0,2,3.4,12,2.0,-9176293.303750055,5300670.972299346
59.0,2,1.0,1.0,1.0,1,7.66,73,15.0,-9176968.488085592,5300705.020043512
71.0,2,0.0,2.0,1.0,1,3.14,16,1.0,-9176443.844180694,5301400.816112994
90.0,2,1.0,1.0,1.0,2,1.79,8,2.0,-9177184.50850306,5300556.948469725
140.0,4,1.0,2.0,1.0,1,0.9,7,9.0,-9177409.151460819,5300309.236787054
95.0,2,1.0,1.0,1.0,1,0.51,6,1.0,-9177276.626599511,5300795.803641991
100.0,2,0.0,1.0,1.0,1,8.38,50,2.0,-9176440.32332251,5301168.493305723
150.0,2,1.0,1.0,1.0,1,3.41,136,1.0,-9176238.091726566,5300524.101298875
89.0,2,1.0,1.0,1.0,2,4.91,38,4.0,-9176368.524576133,5301286.671085055
150.0,4,1.0,1.0,1.0,2,2.0,63,2.0,-9177443.814709872,5300312.696869575
69.0,2,0.0,1.0,1.0,1,0.81,1,17.0,-9176414.37031491,5301505.013140998
125.0,4,1.0,1.0,1.0,2,2.05,46,1.0,-9176902.109766347,5300958.286136606
110.0,4,1.0,2.0,1.0,1,2.0,2,3.0,-9176304.129923642,5300876.890985105
152.0,3,1.0,1.0,1.0,3,4.44,77,1.0,-9176704.004281,5301935.536691823
49.0,1,1.0,1.0,0.5,1,0.36,10,37.0,-9176736.92972199,5301630.018547265
68.0,2,0.0,1.0,1.0,1,2.0,2,1.0,-9177200.499634583,5300562.22218864
100.0,2,1.0,1.0,1.0,1,0.3,12,3.0,-9176464.953130368,5301106.658054462
120.0,2,1.0,1.0,1.0,2,0.89,24,2.0,-9176387.03321618,5300980.23691189
110.0,2,0.0,1.0,1.0,1,1.05,12,1.0,-9176959.5805723,5301464.1875265315
105.0,3,0.0,1.0,1.0,1,1.54,4,1.0,-9177119.199430577,5301406.72793228
82.0,2,1.0,1.0,1.0,0,0.31,5,1.0,-9176399.236274056,5300920.951584987
126.0,2,1.0,1.0,1.0,1,5.12,29,1.0,-9176258.171853814,5300431.344849134
65.0,1,1.0,1.0,0.5,1,0.16,4,37.0,-9176627.660696356,5301622.005393917
85.0,3,1.0,1.0,1.0,1,0.81,1,1.0,-9176175.512273613,5301667.664080757
199.0,4,2.0,2.0,1.0,2,1.71,110,1.0,-9177205.560059087,5300771.859944747
250.0,4,2.0,2.0,1.0,1,0.26,1,1.0,-9176928.360457435,5301270.115277912
159.0,4,2.0,2.0,1.0,1,2.47,18,4.0,-9176574.190078858,5301051.188925167
125.0,2,1.0,1.0,1.0,1,2.53,8,1.0,-9176447.87725286,5301714.071527078
110.0,2,1.0,1.0,1.0,1,0.57,2,1.0,-9176283.182267351,5301500.201554301
100.0,2,1.0,1.0,1.0,1,0.99,10,1.0,-9176435.201064998,5301053.203914154
150.0,2,2.0,2.0,2.0,1,0.29,2,1.0,-9177207.58783091,5300774.044607405
115.0,4,1.0,2.0,1.0,2,0.92,2,1.0,-9176835.263270061,5300913.463206855
139.0,2,1.0,1.0,1.0,1,3.2,24,2.0,-9176617.289481033,5301388.85510904
100.0,4,0.0,2.0,1.0,1,1.39,7,1.0,-9177301.094803616,5301293.975679658
300.0,8,2.0,3.0,2.0,3,0.29,2,5.0,-9177038.63797494,5301087.926357055
98.0,2,0.0,1.0,1.0,1,2.0,2,3.0,-9176164.265441643,5300963.960107983
200.0,5,4.0,4.0,1.0,1,0.23,1,1.0,-9176195.311294531,5301006.746831014
60.0,2,1.0,1.0,1.0,1,1.49,14,1.0,-9177045.963506222,5301521.81196912
144.0,3,1.0,2.0,1.0,2,6.96,45,2.0,-9176376.5953689,5300945.72727868
110.0,2,0.0,1.0,1.0,1,0.72,15,1.0,-9177321.89349797,5301295.875907452
90.0,2,1.0,1.0,1.0,1,0.65,3,1.0,-9176285.586695388,5301545.025356486
189.0,4,1.0,1.0,1.0,2,0.37,2,1.0,-9176307.723213334,5300794.935533184
99.0,2,1.0,1.0,1.0,1,0.5,2,2.0,-9176486.793187143,5300360.44750564
119.0,3,1.0,3.0,1.5,2,4.52,33,1.0,-9181982.177786209,5307355.624290918
80.0,2,0.0,1.0,1.0,2,2.73,9,1.0,-9181431.728643946,5307599.716471479
105.0,4,1.0,4.0,1.0,3,1.22,4,4.0,-9181018.898466948,5308120.677886541
98.0,6,2.0,3.0,1.0,1,1.71,2,3.0,-9181740.345190218,5307714.020399563
99.0,2,1.0,1.0,1.0,2,0.49,3,1.0,-9181749.018420368,5308225.843481581
49.0,2,1.0,1.0,1.0,1,4.82,18,2.0,-9181961.816230355,5307330.768216318
90.0,3,1.0,1.0,1.0,2,0.99,6,4.0,-9182059.36323264,5307542.47775039
55.0,2,1.0,1.0,1.0,1,4.93,168,2.0,-9181947.681648666,5307952.156480622
85.0,4,1.0,1.0,1.0,2,3.35,82,1.0,-9181910.494230052,5308043.44629236
69.0,2,1.0,1.0,1.5,2,1.06,10,1.0,-9181905.183785362,5307647.068330023
75.0,2,1.0,1.0,1.0,1,0.32,1,1.0,-9181202.390120981,5308030.679316418
55.0,2,1.0,1.0,1.0,1,2.36,10,2.0,-9181078.608308027,5308393.75342859
90.0,3,1.0,1.0,1.0,2,2.66,115,2.0,-9181106.21142928,5307994.668824381
49.0,2,1.0,1.0,1.0,1,2.73,4,1.0,-9181082.072025541,5308105.892720853
115.0,6,2.0,3.0,1.0,6,3.1,9,3.0,-9181836.066152731,5307887.758845562
49.0,4,1.0,2.0,1.0,2,5.63,18,2.0,-9181960.48561355,5307495.688831815
220.0,5,3.0,4.0,1.0,5,1.9,12,1.0,-9182055.325332526,5308482.049305777
135.0,3,1.0,3.0,1.0,3,0.9,3,4.0,-9180983.511212813,5308051.779539575
79.0,2,1.0,1.0,1.0,1,3.45,13,1.0,-9181791.945735916,5307307.056485422
435.0,12,5.0,6.0,3.0,8,0.53,10,4.0,-9181201.297459373,5307352.400094456
110.0,4,2.0,2.0,1.0,1,0.79,4,1.0,-9181578.046676287,5307896.186116139
95.0,2,0.0,1.0,1.0,1,0.67,5,36.0,-9181934.349711888,5307407.16291452
105.0,7,2.0,3.0,1.0,2,4.54,89,2.0,-9181097.831445936,5307972.782113538
60.0,2,1.0,1.0,1.0,1,1.06,17,1.0,-9181566.683113046,5308082.273365181
130.0,4,1.0,2.0,1.0,1,3.12,32,1.0,-9182146.684613593,5308302.296433516
95.0,3,1.0,2.0,1.0,2,0.67,4,1.0,-9181217.541343287,5308269.399713877
75.0,2,1.0,1.0,1.0,1,0.95,64,1.0,-9181339.801079532,5307615.299493648
75.0,2,1.0,1.0,1.0,1,3.1,16,1.0,-9180988.536725735,5307880.936956969
265.0,8,4.0,4.0,1.0,5,1.06,23,2.0,-9181927.422481522,5307336.425905775
105.0,2,0.0,1.0,1.0,1,6.33,72,1.0,-9181567.863151716,5307866.688520966
100.0,4,2.0,3.0,1.5,2,0.07,2,1.0,-9181739.952872397,5307529.826370924
175.0,5,3.0,3.0,1.0,2,0.52,10,1.0,-9181998.33766026,5307444.21183322
65.0,2,0.0,1.0,1.0,1,4.29,5,1.0,-9181610.926834516,5307777.542854268
99.0,2,1.0,1.0,1.0,2,3.13,55,1.0,-9181366.967401536,5307835.668209328
150.0,6,2.0,3.0,1.0,1,1.88,7,2.0,-9181031.596304644,5308536.926012581
45.0,2,1.0,1.0,1.0,2,2.39,13,2.0,-9181117.7071133,5307941.922702924
47.0,2,1.0,1.0,1.0,1,5.56,38,1.0,-9182158.483942473,5307351.953938092
38.0,2,1.0,1.0,1.0,1,1.62,2,2.0,-9181042.707104025,5307858.913756125
150.0,4,1.0,1.0,1.5,1,1.63,11,4.0,-9180993.521332003,5308424.414531218
80.0,2,1.0,1.0,1.0,1,0.56,3,4.0,-9182092.64860414,5307644.62451758
69.0,2,1.0,1.0,1.0,2,1.35,6,1.0,-9181004.385098644,5307415.0798895005
89.0,3,2.0,1.0,1.0,2,4.22,86,1.0,-9181043.851636697,5307418.30891809
70.0,2,1.0,1.0,1.0,1,0.65,2,2.0,-9181841.931433763,5307354.413364198
106.0,3,0.0,1.0,1.0,1,1.48,19,1.0,-9175727.811199566,5311351.968042898
100.0,2,1.0,1.0,1.0,1,1.42,11,2.0,-9175075.914753536,5312036.686889457
60.0,2,1.0,1.0,1.0,1,1.1,23,2.0,-9175815.30579254,5310125.747407217
70.0,3,1.0,1.0,1.0,3,2.67,4,1.0,-9176089.215941746,5311177.240077782
50.0,1,1.0,1.0,1.0,1,1.34,20,2.0,-9175809.656501051,5310099.877111639
45.0,2,1.0,1.0,1.0,2,1.62,29,1.0,-9176084.306219317,5311772.815348218
119.0,3,1.0,3.0,1.0,2,2.16,9,1.0,-9176004.35278173,5310814.284841572
200.0,2,1.0,1.0,1.0,1,0.2,1,1.0,-9175419.624137659,5311442.592961131
65.0,3,0.0,1.0,1.0,1,5.78,106,1.0,-9175411.161306912,5311862.369884297
50.0,2,1.0,1.0,1.0,1,0.23,7,2.0,-9175917.146004602,5310507.108354981
60.0,2,1.0,1.0,1.0,2,0.62,4,1.0,-9176001.294271825,5311365.050895402
60.0,1,1.0,1.0,1.0,1,0.3,2,2.0,-9175062.82026554,5311806.074313515
129.0,4,2.0,2.0,1.0,0,0.29,6,1.0,-9176059.930745056,5311333.835495784
68.0,2,1.0,1.0,1.0,2,2.53,16,1.0,-9175578.383755667,5310184.108917289
60.0,2,1.0,1.0,1.0,1,0.31,9,2.0,-9173508.863834308,5309404.264356619
51.0,2,1.0,1.0,1.0,1,2.05,106,1.0,-9173753.74619587,5310675.305926331
150.0,4,2.0,2.0,1.0,2,0.75,12,1.0,-9173441.70179114,5309356.955556886
125.0,4,2.0,2.0,1.0,0,1.16,23,1.0,-9173270.866926644,5309221.6339595
119.0,4,1.0,2.0,1.0,2,2.22,37,1.0,-9173429.190103784,5310237.264943082
87.0,2,1.0,1.0,1.0,2,1.38,26,1.0,-9173505.027732199,5310241.57109158
130.0,2,1.0,1.0,1.0,1,0.46,3,1.0,-9173345.856261633,5309760.258545143
250.0,8,4.0,4.0,2.5,0,2.08,12,1.0,-9173146.143488193,5309433.443066354
159.0,8,3.0,3.0,1.5,4,2.14,6,5.0,-9173935.581300765,5311847.267366354
60.0,2,1.0,1.0,1.0,1,0.5,14,2.0,-9173491.230408844,5309322.990218295
91.0,4,1.0,2.0,1.0,1,2.34,5,1.0,-9174381.897374064,5310453.731051143
43.0,2,1.0,1.0,1.0,1,3.49,5,1.0,-9174037.46440758,5309855.634017695
68.0,2,1.0,1.0,1.0,2,2.21,7,1.0,-9173338.465076655,5309426.23627133
70.0,3,1.0,1.0,1.0,2,0.25,2,1.0,-9173635.123598726,5310686.457771895
252.0,10,3.0,4.0,2.5,2,4.4,32,1.0,-9173345.676508373,5310085.488810887
71.0,2,1.0,1.0,1.0,2,10.61,175,1.0,-9180756.350594465,5308186.183310363
99.0,2,1.0,1.0,1.0,1,3.36,146,1.0,-9180678.275882812,5308176.298905062
140.0,2,1.0,1.0,1.0,1,1.1,19,2.0,-9180450.553160593,5307692.04032826
105.0,3,2.0,2.0,1.0,3,3.12,24,1.0,-9180587.710654557,5307819.3648574995
115.0,4,2.0,2.0,1.0,1,2.69,13,4.0,-9180928.167153455,5308310.81869124
125.0,6,2.0,4.0,1.0,4,5.55,22,1.0,-9180553.618483637,5308082.027385605
90.0,2,1.0,1.0,1.0,1,5.49,39,1.0,-9180210.593478499,5308688.294060785
150.0,6,2.0,4.0,1.0,4,0.9,4,1.0,-9180514.148227938,5308145.574512529
200.0,4,2.0,2.0,2.0,4,0.16,1,1.0,-9180690.72439804,5308519.356848102
135.0,2,1.0,1.0,1.0,1,0.38,18,1.0,-9180334.401102409,5308460.014211013
35.0,1,1.0,1.0,1.0,1,0.57,7,2.0,-9180421.951692816,5308878.3053382225
115.0,2,1.0,1.0,1.0,2,4.04,119,2.0,-9180426.96352594,5307426.8666536715
86.0,2,1.0,1.0,1.0,1,1.4,13,2.0,-9180233.511387767,5307387.560776402
150.0,3,2.0,2.0,2.0,1,0.4,5,1.0,-9180209.154474393,5307362.716098879
225.0,8,3.0,3.0,2.5,1,1.34,5,4.0,-9180923.00341479,5308531.658328631
118.0,2,1.0,1.0,1.0,1,4.37,30,1.0,-9180416.769065892,5308628.83938209
58.0,2,1.0,1.0,1.0,2,1.93,85,1.0,-9180889.741585696,5308730.245552492
375.0,7,3.0,5.0,2.5,1,2.54,18,2.0,-9180857.41185991,5307474.26598824
89.0,3,2.0,1.0,1.0,2,1.79,24,1.0,-9180232.74856518,5307728.327295209
80.0,2,0.0,1.0,1.0,1,1.33,8,1.0,-9180913.445227772,5308121.923631376
65.0,2,1.0,1.0,1.0,2,1.32,9,1.0,-9180797.238463784,5307435.446178531
115.0,4,1.0,2.0,1.0,2,3.78,82,1.0,-9180425.387983825,5307636.306147776
69.0,2,1.0,1.0,1.0,1,5.11,38,1.0,-9180830.124737298,5307715.521122972
75.0,4,1.0,2.0,1.0,2,5.82,404,1.0,-9180490.277611649,5307672.109324885
47.0,2,1.0,1.0,1.0,1,3.09,34,2.0,-9175040.783864923,5310988.398499245
80.0,2,1.0,1.0,1.0,1,2.22,47,1.0,-9174614.589625817,5309842.184861345
60.0,1,1.0,1.0,1.0,1,0.47,4,2.0,-9175046.320289046,5311005.005653241
55.0,2,1.0,1.0,1.0,1,3.31,26,1.0,-9174751.072059382,5311216.586702594
250.0,8,4.0,4.0,2.0,6,0.98,30,1.0,-9175201.668835023,5310988.009777541
89.0,2,0.0,1.0,1.0,2,3.06,5,1.0,-9174732.169846313,5311464.619555511
68.0,2,0.0,1.0,1.0,1,0.7,1,1.0,-9174706.844764238,5309802.210374103
130.0,2,1.0,1.0,1.0,2,1.07,20,1.0,-9181211.276573619,5297573.608287958
35.0,1,1.0,1.0,1.0,1,2.0,2,3.0,-9175457.991987009,5312524.2360762395
55.0,2,1.0,1.0,1.0,1,3.71,86,1.0,-9175200.257300194,5312245.268053034
65.0,1,1.0,1.0,1.0,1,0.76,4,1.0,-9175932.06451759,5313535.94123795
42.0,1,1.0,1.0,1.0,1,0.72,3,2.0,-9175060.11346343,5313142.87098473
55.0,2,1.0,1.0,1.0,2,1.69,10,3.0,-9175478.218667613,5312550.001454859
56.0,2,1.0,1.0,1.0,1,0.38,15,2.0,-9175342.767641239,5312770.3790684715
50.0,1,1.0,1.0,1.0,1,0.67,4,3.0,-9175517.040933823,5312918.503317823
93.0,2,1.0,2.0,1.0,2,1.47,19,1.0,-9175773.703235323,5312364.371963591
54.0,2,1.0,1.0,1.0,2,0.27,11,2.0,-9175278.008786343,5312845.146513976
240.0,6,3.0,3.0,2.0,1,1.53,10,1.0,-9175920.747279782,5313293.97580219
62.0,3,1.0,3.0,1.5,1,2.47,42,2.0,-9175111.39250716,5313054.750879065
72.0,1,1.0,1.0,1.0,1,0.16,1,3.0,-9175518.92845655,5312972.492822528
95.0,2,1.0,1.0,1.0,2,1.8,3,1.0,-9175842.281757647,5312239.1052601095
53.0,2,1.0,2.0,1.0,2,3.6,24,3.0,-9175471.410346895,5312415.524156847
65.0,2,1.0,1.0,2.0,1,0.53,2,1.0,-9175971.133611375,5308679.242903513
80.0,4,1.0,1.0,1.0,2,3.88,41,1.0,-9176314.046562359,5307444.627388927
105.0,2,0.0,1.0,1.0,2,2.4,23,1.0,-9176599.332570096,5307781.058657793
40.0,1,1.0,1.0,1.5,1,0.26,1,2.0,-9176350.77507503,5308080.526741506
93.0,4,2.0,2.0,1.0,4,0.6,11,1.0,-9176987.220880805,5308617.224955694
100.0,2,1.0,1.0,1.0,1,0.88,6,1.0,-9176676.714523273,5307345.508092428
82.0,2,1.0,1.0,1.0,1,1.14,35,6.0,-9176183.309597168,5308544.78228259
209.0,6,3.0,4.0,1.0,2,1.29,7,5.0,-9176115.526743079,5308108.003109464
109.0,4,1.0,2.0,1.0,1,4.0,18,1.0,-9176375.515593318,5307129.813935569
110.0,4,1.0,2.0,1.0,2,2.21,12,1.0,-9176184.479106473,5307105.367870263
1000.0,4,2.0,2.0,1.0,1,0.08,1,1.0,-9176058.558270106,5308112.05755753
80.0,4,0.0,2.0,1.0,2,2.55,4,1.0,-9176571.51762229,5308306.937776958
125.0,3,2.0,3.0,1.5,4,0.59,1,1.0,-9176536.548593199,5307440.288549396
86.0,6,1.0,1.0,1.0,4,0.64,1,1.0,-9176497.442670947,5308673.836889008
149.0,6,3.0,4.0,1.5,2,3.34,103,1.0,-9176201.977357326,5307578.745875989
84.0,2,1.0,1.0,1.0,2,0.38,1,1.0,-9176181.537792148,5308217.27686232
139.0,3,2.0,2.0,1.0,3,1.35,23,3.0,-9176320.45996444,5307442.308355545
33.0,1,1.0,1.0,1.5,1,1.71,18,2.0,-9176514.974452948,5308324.480765301
129.0,4,1.0,1.0,1.0,1,1.45,16,1.0,-9176233.535155691,5307169.3364482075
59.0,2,1.0,2.0,1.0,1,0.25,3,1.0,-9176578.846768152,5307915.322095678
90.0,4,1.0,2.0,1.0,2,1.41,28,1.0,-9175921.948905705,5308435.729931579
39.0,1,1.0,1.0,1.0,1,2.36,14,1.0,-9176732.610218499,5307500.091004944
125.0,3,1.0,1.0,1.0,2,1.88,29,2.0,-9179106.964046372,5301603.876347137
65.0,4,1.0,1.0,1.0,2,4.94,29,1.0,-9179854.611163547,5302345.1830268
75.0,2,1.0,1.0,1.0,1,0.67,5,2.0,-9179155.63483119,5301003.2437240295
100.0,2,1.0,1.0,1.0,1,3.18,9,1.0,-9179469.335995331,5301889.791169953
103.0,2,0.0,1.0,1.0,1,0.53,1,1.0,-9179614.352426413,5301369.362054595
105.0,4,1.0,1.0,1.0,1,2.11,10,1.0,-9179843.473882182,5301335.275933088
110.0,2,1.0,1.0,1.0,1,0.23,2,1.0,-9179222.51000897,5301541.55919806
175.0,4,2.0,2.0,2.0,3,5.59,54,1.0,-9179387.116377825,5301337.005173539
120.0,4,1.0,1.0,1.0,2,2.66,15,1.0,-9179617.837064106,5301744.946073039
95.0,2,1.0,1.0,1.0,2,5.1,219,3.0,-9179424.640600145,5301149.43113912
135.0,2,1.0,1.0,1.0,2,0.76,3,1.0,-9179260.118573884,5301046.479779611
200.0,5,2.0,2.0,2.0,1,0.91,7,1.0,-9179840.547977809,5301487.916260339
145.0,2,1.0,2.0,1.0,2,3.69,100,3.0,-9179686.75605155,5301975.422842551
96.0,2,1.0,1.0,1.0,0,1.3,4,1.0,-9179673.279525563,5301131.582384194
498.0,5,2.0,2.0,2.5,4,2.08,12,2.0,-9179634.18405409,5302090.113981196
110.0,3,1.0,1.0,1.0,1,3.75,17,1.0,-9178601.48901621,5301867.479135104
119.0,2,1.0,1.0,1.0,2,1.21,23,1.0,-9179226.232847005,5301901.25474695
119.0,4,1.0,2.0,1.0,2,1.0,1,1.0,-9178920.601879284,5301911.948427294
217.0,4,2.0,2.0,1.0,4,7.96,156,2.0,-9179502.845936595,5301175.865377713
95.0,4,1.0,2.0,1.0,2,4.15,135,3.0,-9179455.913088921,5301201.051397624
165.0,5,2.0,2.0,1.0,4,2.69,27,1.0,-9179509.274684409,5301854.504146533
200.0,2,1.0,1.0,1.0,1,1.0,1,1.0,-9179530.085303495,5302317.476545282
120.0,2,0.0,1.0,1.0,1,2.03,13,1.0,-9179496.639651844,5301752.261491278
275.0,5,3.0,3.0,2.0,1,0.1,3,1.0,-9178948.686570842,5301743.586920197
103.0,2,0.0,1.0,1.0,2,4.83,52,2.0,-9179100.58498128,5300951.77222288
200.0,2,1.0,1.0,1.0,1,0.43,7,1.0,-9179496.79364148,5301449.926926162
120.0,2,1.0,1.0,1.0,1,0.82,5,1.0,-9179450.994444907,5302294.152279996
200.0,3,1.0,2.0,1.0,2,2.05,14,1.0,-9179196.101835268,5301045.874484904
115.0,4,1.0,1.0,1.0,2,1.13,4,5.0,-9178807.250492563,5301923.114618709
125.0,3,1.0,1.0,1.5,2,8.18,51,12.0,-9179821.627266126,5301219.02064397
115.0,2,0.0,1.0,1.0,1,1.07,7,1.0,-9179165.627143323,5301784.823547124
95.0,4,1.0,2.0,1.0,2,6.12,180,3.0,-9179419.445560317,5301126.277260168
80.0,2,1.0,1.0,1.0,1,4.5,15,1.0,-9179418.471302401,5301222.768317013
130.0,2,1.0,1.0,1.0,1,0.88,6,1.0,-9179904.296283148,5301841.045565942
130.0,2,1.0,1.0,1.0,1,1.98,62,1.0,-9179469.216215774,5301183.606891841
72.0,2,1.0,1.0,1.0,1,4.98,40,2.0,-9178586.04264202,5301860.964987839
